,subject,sentence,output
392,Giuliani,"So when Giuliani goes to meet with Zelensky, is he going as the president`s lawyer?",NEUTRAL
393,Giuliani,"Giuliani has all different clients around the world, and at the same time he says he represents the president.",NEUTRAL
394,Giuliani,"Is he raising the prospect of other business?In that May meeting we reported today, Giuliani said that there were no other clients or he said something along the lines of that there weren`t clients tied to this.",NEUTRAL
395,Giuliani,"And Bolton was dubious of that claim, because Giuliani was representing a lot of people and he was criss-crossing the world doing these consulting, representation or whatever he was doing.",NEUTRAL
396,Giuliani," Well, in May of last year around the time that Giuliani was beginning to agitate for getting the Ukrainians to help with these investigations, the president turned to his national security adviser and he said that he wanted him to make sure that the president of Ukraine, Zelensky, met with Giuliani when Giuliani went over there.",NEUTRAL
397,Giuliani,"Giuliani was planning his trip to go to begin these investigations, and the president wanted to ensure that that would happen.",NEUTRAL
398,Iran,A lot of this rhetoric about saving the Iranians from their government and so on is just not taken seriously in Iran at all.,NEUTRAL
399,Iran,"And so I think we should expect that the Iranians will, you know, at a time, place and manner of their choosing, will retaliate against us in the region or even potentially here at home.",NEUTRAL
400,Iran,"We`ve got forces all over the region that are in close proximity with Iran, and I think you can expect that those forces are in greater jeopardy because of what the president did.",NEGATIVE
401,Iran,"And now in the wake of that reckless decision, the man who may be knows more about Trump`s Iran policy than anyone who`s been pushing for this kind of military confrontation with Iran for his entire adult life, former National Security Advisor John Bolton says he wants to talk.",NEGATIVE
402,Iran,So we surrendered the strategic initiative to Iran.,NEGATIVE
403,Iran,"In the wake of is ordering the airstrike of the number two figure in Iran, and millions of people marching the streets in Iran, Trump is now tweeting the way that he always tweets making outrageous declarations and threats.",NEGATIVE
404,Iran,"Back in 2018, Lieutenant Colonel Lawrence Wilkerson, who was famously chief of staff to Colin Powell in the run up to the Iraq war, saw what the Trump administration was doing to Iran and wrote this ""New York Times"" op-ed.",NEUTRAL
405,Trump,"Meanwhile, both Israel and Saudi Arabia who are us allies and staunch enemies of Iran have been distancing themselves from Trump`s decision to kill Soleimani.",NEGATIVE
406,Trump,"And so amidst this, Donald Trump has launched an unbelievably provocative escalation of active war by any sensible determination in the midst of his own impeachment for motives that cannot be taken at face value.",NEGATIVE
407,Trump,"Trump`s foreign policy also continues to be an apparent boon for ISIS.Back in October, you will recall Trump abruptly abandoned military support for the Kurds in Syria.",NEGATIVE
408,Trump," Next, the Trump administration claimed Qassem Soleimani pose an imminent threat to U.S. interest but new reporting says that intelligence was razor-thin.",NEGATIVE
409,Trump,And if the people who voted for Trump -- many of them voted for him because he simply said he was going to end these stupid wars.,NEUTRAL
410,Trump," I mean, I think most Iranians long ago gave up on any notion of Trump as some sort of savior.",NEGATIVE
411,Trump,A lot of truly horrible things have happened under Donald Trump as president.,NEGATIVE
412,Trump, The Trump administration has argued that deterrents is the reason they killed Iranian general Qasem Soleimani.,NEUTRAL
413,Trump,The Trump administration has actually been doing this kind of  thing on Iran for a long time.,NEUTRAL
414,Iraq,I think we`re already seeing more rockets falling on bases where U.S. forces are present in Iraq.,NEGATIVE
415,Iraq,"We have about 5,000 troops in Iraq, although Trump has bolstered that number for force protection reasons in recent days.",NEUTRAL
416,Iraq,"Well, Mr. Speaker, they`re where they`ve always been, hidden in Iraq, within the reach of terrorists, a threat to the Iraqi people, U.S. soldiers and the world.(END VIDEO CLIP)",NEGATIVE
417,Iraq," Colin, there`s also of course the matter of the exposure of American servicemembers in Iraq, not to mention the many civilians who could be at risk in the crossfire of any kind of retaliation.",NEGATIVE
418,Iraq,All of them were there pushing and pushing for a war with Iraq in 2002 and 2003.,NEGATIVE
419,Iraq,"Up next, a stunning announcement from the U.S. military today suggesting in the letter they will withdraw U.S. troops from Iraq and then in an even more stunning announcement, they said, oops, didn`t mean it, disregard.",NEUTRAL
420,Iraq,One of the situations that makes Iraq so fraught is that the Iranians and Americans are essentially there cheek by jowl.,NEUTRAL
421,Soleimani,"And I think with this -- you know, the killing of Soleimani, but also the killing of Muhandis, the leader of Kata`ib Hezbollah, the military that initiated that rocket attack back on September 27th that kind of set in motion all of these events.",NEUTRAL
422,Soleimani,"But if seen from the perspective of Iran, Soleimani was more the equivalent of or kind of a combination of the director of the CIA, the secretary of Defense and the secretary of State all mashed together, and I see -- you know, you`re seeing hundreds of thousands of people take to the streets.",NEUTRAL
423,Soleimani,"The orchestrator, the primary motivator for the attack was Qassem Soleimani.(END VIDEO CLIP)",NEGATIVE
424,Soleimani," Next, the Trump administration claimed Qassem Soleimani pose an imminent threat to U.S. interest but new reporting says that intelligence was razor-thin.",NEGATIVE
425,Soleimani,Very few Iranians are going to be celebrating the assassination of Soleimani.,NEUTRAL
426,Soleimani,"But what I will say, you point out that in the midst of this, the president launches this escalatory attack against General Soleimani and Iraqi leaders as well, add to it, that he did it over the objections of the Iraqi government, our ally,  asked for permission.",NEGATIVE
427,Soleimani,"Now, this new decision to kill Soleimani has directly prompted the American led coalition in Iraq and Syria to halt its years-long campaign against ISIS as U.S. forces braced for retaliation from Iran.That`s not all.",NEGATIVE
428,Soleimani,"And just to the point about the unification of the country around Soleimani, I think one of the most extraordinary things for me as a historian that I`ve seen in the last 24 hours or so was an interview last night with Ardeshir Zahedi, who`s a name that might be familiar to older viewers.",NEUTRAL
429,Iranian," I mean, I think most Iranians long ago gave up on any notion of Trump as some sort of savior.",NEUTRAL
430,Iranian,Very few Iranians are going to be celebrating the assassination of Soleimani.,NEUTRAL
431,Senate," Jim, from, again, from a kind of technical standpoint because the Senate calendar can be weird and Senate rules are so weird.",NEGATIVE
432,Senate,"And so you see some Democrats in the Senate being like, all right, we tried, let`s start it.",NEUTRAL
433,Senate," Look, I got to tell you, I realized the Senate is changed an awful lot in recent years, but I can imagine, very few if any, Senators, Senate Republicans rather, would like to see some of those (INAUDIBLE) standing in the well the Senate making their case.",NEUTRAL
434,Senate, It should be a mistake for the Senate to even have a debate about the President`s war power.,NEGATIVE
435,Iran,We have a fuller picture today of the fallout from the military escalation between the U.S. and Iran and the horrifying cost of it all.,NEGATIVE
436,Iran,"It had nothing to do, though, even with Iran.",NEUTRAL
437,Iran,"Coming up, Trump loyalists reach a pretty shocking new low -- well, I guess not shocking but still low, made their defense to the President`s escalation with Iran.",NEUTRAL
438,Iran,"We should certainly not accidentally or without thought get into another war in the Middle East, specifically with Iran.",NEGATIVE
439,Iran, Did you think it was likely that Iran was planning on blowing up the U.S. embassy and the Trump administration just kept it to themselves for seven days?,NEGATIVE
440,Congress,What we`re talking about now is making sure that Congress does its job.,NEUTRAL
441,Congress,Congress needs to engage in these debates.,NEUTRAL
442,Congress,"Well, we knew there were none, but still, the Congress passed that authorization.",NEGATIVE
443,Congress,Do you think it`s likely they didn`t tell Congress in the classified briefing yesterday?,NEUTRAL
444,Congress, Congress moves to check the president.,NEUTRAL
445,Congress,Congress`s constitutional responsibility to debate and to determine the cost and consequences of the use of force and go into war.,NEUTRAL
446,Congress,"And so, this sends the message to the President, first of all, that Congress must do its job.",NEUTRAL
447,Congress,"Congress needs to have all of the intelligence information, understand the strategy going forward.",NEUTRAL
448,Congress, This vote tonight on the War Powers legislation is extremely important because what it did was send a very strong message to the president that Congress intends to rein him in and to make sure that Congress regains its authority and moves forward in the areas and matters of war and peace.,NEUTRAL
449,Congress,"Also, we have to work to make sure that we pass Congressman Khanna`s bill, that would say that no funds are going to be appropriated unless the president comes to Congress to debate the use of force as it relates to mind.",NEUTRAL
450,Iraq,One is my 2002 repeal of the -- repeal of the authorization to use force against Iraq.,NEUTRAL
451,Iraq,"Because remember now, the Iraq War, unfortunately, was authorized because of the lies that the Bush administration told about weapons of mass destruction being in Iraq.",NEGATIVE
452,Iraq,"On the night that Iran fired over a dozen missiles at U.S. and Iraqi troops in Iraq, the first word was few, no American casualties, and then no Iraqi casualties, and that was true.",NEUTRAL
453,House,"We may see some House movement on it, and there`s going to obviously be privileged motions that force votes on that.",NEUTRAL
454,House,"And I just think it`s very funny from the culture of that place because I remember covering the Senate and the House, you know, people in the Senate such snobs about House members.",NEGATIVE
455,House,Do you think that`s going to be passed again in the House?,NEUTRAL
456,House, As the House votes on a War Powers Resolution.,NEUTRAL
457,House, The House Democrats would rather stand with the socialist base than stand against Iran.,NEGATIVE
458,House,And you`ll note some of the most conservative members in the entire House on the Republican side including infamously Matt Gaetz joined the Democrats in a rare bipartisan vote to vote that across today in a bipartisan fashion.,NEUTRAL
459,House,I just run the House.,NEUTRAL
460,Trump,Donald Trump made it up.,NEGATIVE
461,Trump,"And then the Trump administration, what was that filing last week?",NEUTRAL
462,Trump,"But after all the talk from Trump about how he`s innocent, one would expect him to welcome his day in court.",NEUTRAL
463,Trump,"It kind of reminds me of back in the day when Trump was so eager to talk to Special Counsel Robert Mueller, saying it over and over again.",NEUTRAL
464,Trump,"The Trump administration right now is on the record wanting to get rid of the ACA, the whole thing, root and branch, all 2,200 pages, everything.",NEUTRAL
465,Trump,You can see in what he said initially that maybe he brought up whether Trump would use sexism.,NEUTRAL
466,Trump,"Trump today claimed House Democrats wouldn`t let us have one witness, no lawyers, or even ask questions, all of which is flatly untrue.",NEGATIVE
467,Trump,"On November 2018 when it was cold, and Trump said, whatever happened to global warming?",NEUTRAL
468,Donald Trump,"There was also the reporting that at the Pentagon briefing the Mar-a-Lago, Donald Trump was presented with ""a list of options on a PowerPoint slide and officials were then reportedly shocked when Trump chose the assassination of Soleimani.",NEGATIVE
469,Donald Trump,"So Donald Trump said we`ve repealed the individual mandate, but the lawyers for the red states said, wait, hold on, if you look carefully, the language requiring to you buy insurance is technically still on the books, it`s not enforceable, there is a $0 penalty for going without insurance, but those attorneys general said, hey, you know what, that language is so coercive that actually it exceeds congress`s powers under the constitution.",NEUTRAL
470,Donald Trump,The latest reporting today from NBC News is that President Donald Trump authorized the killing of the Iranian general seven months ago with conditions.,NEUTRAL
471,Donald Trump,That was Donald Trump just today.,NEUTRAL
472,Donald Trump,"For months, we`ve been hearing about how President Donald Trump wanted a big acquittal, a showy defense on his behalf.",NEUTRAL
473,Donald Trump,"Have you ever noticed how nearly every winter when it gets cold, Donald Trump tweets about global warming, like that time it snowed January and Trump said, wouldn`t be bad to have a little of that good old-fashioned global warming right now.",NEUTRAL
474,Donald Trump,Donald Trump made it up.,NEGATIVE
475,Senate,"""And there is plenty of other evidence that we should get to see in the Senate trial.",NEUTRAL
476,Senate,He wants to make it even harder for the Senate to say no to call them witnesses who might have more information about what happened in the Ukraine scandals.,NEGATIVE
477,Republicans, And Republicans will always protect Americans with preexisting conditions.,POSITIVE
478,Republicans, Reports that the White House expects Republicans will defect.,NEGATIVE
479,Republicans,"But now he`s changed his tune, pushing for Senate Republicans just flat out dismiss the charges of high crimes and misdemeanors against him before an actual trial.",NEGATIVE
480,Republicans," Well, you know, that`s far been hopeful, but not optimistic that we can find for Republicans who will break with the president so that they join with the 47 Democrats so we have a majority, to hear the witnesses, to get access to the documents which we need to have a full and fair trial.",NEUTRAL
481,Republicans,And perhaps we will have enough Republicans who stand up to the president.,NEUTRAL
482,Republicans,"The Republicans in their biggest tax bill, they get rid of the penalty.",NEUTRAL
483,Republicans," So that`s why several Republicans, that`s a way that they could potentially cover themselves here by calling for witnesses saying, look, John Bolton, if he testifies, he might fall in line with the White House.",NEUTRAL
484,Lev Parnas,"And you`ll remember, SDNY indicted those Rudy Giuliani associates, Lev Parnas and Igor Fruman, got them at the airport on their way out of the country.",NEGATIVE
485,Lev Parnas,That was the moment that Lev Parnas turned on Trump.,NEUTRAL
486,Lev Parnas,"And that`s the text exchange between Lev Parnas and a man named Robert Hyde, in which hide appears to be representing to Parnas.",NEUTRAL
487,Lev Parnas,"We`re coming to breaking news of the documents released by the House Intelligence Committee, included, as I said earlier in the show, is this text exchange between Lev Parnas, who is the individual whose lawyer transmitted the documents to the House Intelligence Committee, and a man named Robert F. Hyde, who is a Republican congressional candidate, represents himself as a kind of D.C. PR guru and fixer.",NEUTRAL
488,Lev Parnas,And so I think that we would want to talk to Lev Parnas as quickly as possible.,NEUTRAL
489,Lev Parnas,"If all the photos of Lev Parnas and Donald Trump side by side were not enough proof for you, this e-mail basically shows the President knows exactly who Lev Parnas is, and he knew that his former war was going to represent him.",NEUTRAL
490,Lev Parnas,"We got to remember again, who Lev Parnas is.",NEUTRAL
491,Lev Parnas,"But what`s interesting to me about this is that we are seeing a lot of information come to us voluntarily through Lev Parnas, but also through Freedom of Information Act requests.",NEUTRAL
492,Lev Parnas,"But like, what were you thinking when you were -- you were reading the text exchange between Robert Hyde and Lev Parnas that appear to show real-time surveillance of Yovanovitch?",NEUTRAL
493,Lev Parnas,"The documents include an absolute crazy, and I mean, just crazy text conversation between Lev Parnas and a new character, a guy who we did not know before tonight named Robert hide.",NEGATIVE
494,Ukraine,And there he is seeking a meeting with the president-elect of Ukraine.,NEUTRAL
495,Parnas,"We got to remember again, who Lev Parnas is.",NEUTRAL
496,Parnas,"The documents include an absolute crazy, and I mean, just crazy text conversation between Lev Parnas and a new character, a guy who we did not know before tonight named Robert hide.",NEGATIVE
497,Parnas,"And they`re having a text exchange that appears to be Hyde representing to Parnas that he has -- and I don`t think he`s in Ukraine, I think he`s in the U.S., although it`s unclear, that he has some folks in Ukraine who are like tailing the ambassador, Marie Yovanovitch, that reporting in real-time about her movements through these third-party intermediaries that Hyde has presumably hired.",NEUTRAL
498,Parnas,"So basically, Parnas, as you mentioned, has been indicted by the Southern District of New York.",NEGATIVE
499,Senate,There`s a question about what the Senate trial will look like.,NEUTRAL
500,Senate,Top Senate Republicans are making clear there is no appetite within their own caucus to simply dismiss the charges as Trump recently called on them to do.,NEUTRAL
501,U.S., So this is the U.S. Ambassador to Ukraine.,NEUTRAL
502,Parnas,"Last night at this time, we`ve gotten to document down from the House from Rudy Giuliani`s indicted associate Lev Parnas around 60 pages.",NEUTRAL
503,Parnas,"Well, she was certainly going through a lot of things if you read those text messages and the surveillance that they were conducting of her, which again, I think not just Mr. Parnas` words tie the president to this scheme with Parnas and Giuliani, but the fact that President reinforces it by saying that on July 25 calling.",NEUTRAL
504,Parnas,"And Parnas is like, oh, how about you send it to me, and Lutsenko replies, I`ll send it to you through the new ambassador.",NEUTRAL
505,Parnas,"Because in addition to the effort to get dirt on Biden, the effort to please Ukrainian officials by firing Ambassador Yovanovitch, Parnas also had this other thing going on where he was trying to set up some kind of natural gas deal and get rich essentially.",NEGATIVE
506,Parnas,It is really like dozens and dozens of messages exchanged in Russian between Mr. Parnas and Yuriy Lutsenko.,NEUTRAL
507,Parnas,"""That is Lev Parnas, the guy at the center of all this, the guy who was the point man running the Ukraine scheme.",NEGATIVE
508,Senate," At the hour of 12Senate will receive the managers on the part of the House of Representatives in order that they may present and exhibit the articles of impeachment against Donald John Trump, president of the United States.",NEUTRAL
509,Senate,The Republican Senate is facing a very clear decision.,NEUTRAL
510,Senate,"Senate Majority Leader Mitch McConnell was going to do whatever he had the votes to do, and Pelosi`s move did not force any kind of upfront concession or commitment from McConnell.",NEUTRAL
511,Lev Parnas," One way of understanding why she was recalled and removed from her post in Ukraine was that she simply got in the way of a corrupt scheme involving Rudy Giuliani, Lev Parnas, Igor Fruman and the president, a scheme to corruptly extort the Ukrainian president into, among other things, manufacturing dirt and announcing an investigation of his political rival.",NEGATIVE
512,Lev Parnas,This is evidence that Lev Parnas volunteered to put out and a federal judge signed off on him sharing.,NEUTRAL
513,Lev Parnas,"So two new batches of documents provided by Giuliani`s indicted associate Lev Parnas who again will be speaking to Rachel exclusively for the first time in just about 35 minutes from now, those documents introduce new players related the Ukraine screen including the co-chair of the Republican National Committee.",NEUTRAL
514,Lev Parnas," And that`s why, you know, we had to scrutinize these documents because, again, Lev Parnas is from the Trump orbit.",NEUTRAL
515,Lev Parnas,Lev Parnas has been willing to come forward.,NEUTRAL
516,Lev Parnas,"And we keep -- you know, they`re going to keep releasing more and more documents from the person who is at the center of it, Lev Parnas.",NEUTRAL
517,Lev Parnas,"""That is Lev Parnas, the guy at the center of all this, the guy who was the point man running the Ukraine scheme.",NEGATIVE
518,Lev Parnas,"But those documents we got today, they include a text message from Lev Parnas saying, ""I`m officially part of Team Trump tomorrow.",NEUTRAL
519,House,"And this morning, for just the third time in our nation`s history and only the second time since video technology was invented, the House of Representatives moved to send the two articles of impeachment against President Donald J. Trump over to the senate.",NEUTRAL
520,House,"I mean, it is officially now handed off, but the House, of course, retains subpoena authority.",NEUTRAL
521,House," The House clerk, along with the impeachment managers, like their predecessors in 1999 and 1868, walked the articles through the Capitol building to the Senate chamber.",NEUTRAL
522,House," Yeah, it seems to me that you`re going to have and interesting role for these House managers, Mieke.",NEUTRAL
523,House," Mr. President, I have been directed by the House of Representatives to inform the Senate that the House has passed H-Res 798, a resolution appointing and authorizing managers for the impeachment trial of Donald John Trump, president of the United States.",NEUTRAL
524,House,"And in fact, the new material that was just put out by the House this evening shows that there is a lot more.",NEUTRAL
525,Ukraine,"When you say that the President knew about your movements and what you`re doing, are you saying specifically -- I don`t want to sort of drill down on that, but the President was aware that you and Mr. Giuliani were working on this effort in Ukraine, to basically try to hurt Joe Biden`s political career.",NEGATIVE
526,Ukraine," Now, some in Ukraine probably disliked her efforts to help Ukraine root out corruption; is that correct?",NEUTRAL
527,Senate,"That line of argument suggests that in the unlikely event, the Senate votes to impeach to remove the President, the White House would simply not accept its legitimacy what they have done for the duration of these proceedings.",NEUTRAL
528,Senate,"Trump`s legal team calling on the Senate to ""swiftly and roundly condemned the House articles of impeachment.",NEUTRAL
529,Senate, And Mitch McConnell announces how the Senate trial will proceed.,NEUTRAL
530,Senate,"And then at the end of the day, they can vote the whole -- the Senate could theoretically vote, according to this, to say, well, we`re not ever going to enter into evidence, all of the important findings by the House of Representatives.",NEUTRAL
531,Senate,"If the Senate agrees to allow either the House of Representatives or the President to subpoena witnesses, the witnesses shall first be deposed, and the Senate shall decide after deposition which witnesses shall testify pursuant to the impeachment rules, which I think is interesting, because they don`t want -- I mean, and this sort of makes some sense to a certain extent.",NEUTRAL
532,Senate,"McConnell, of course, hoping that the Senate will vote to reject any witnesses.",NEUTRAL
533,Trump,"Trump`s legal team calling on the Senate to ""swiftly and roundly condemned the House articles of impeachment.",NEUTRAL
534,Trump, Of course Article 2 does not give Trump unlimited powers.,NEGATIVE
535,Trump,Trump`s part on Article 2 gave him some trouble from the book.,NEGATIVE
536,Trump,"Keep in mind that the whole scheme, the effort to denigrate and fire the former U.S. Ambassador to Ukraine Maria Yovanovitch, and to dig up dirt on the Biden`s, and also to try and prove a debunked, insane conspiracy theory that somehow Ukraine systematically meddled in the 2016 election, not Russia, all of those avenues of pursuit have not just been the obsession of Donald Trump  and Rudy Giuliani and his henchmen, there`s been a whole group of conservatives working alongside them.",NEGATIVE
537,Trump,"One tonight, I wonder, do you think Donald Trump has ever read the United States constitution?",NEGATIVE
538,Trump,"But, the weird thing is, we have documentary evidence that President Trump on at least one occasion, did read at least part of the U.S. constitution, and not just any part, Article 2.",NEUTRAL
539,Trump,That brings us to the time Trump actually read that constitution his robot swore to defend.,NEUTRAL
540,Trump,"Trump headed to the World Economic Forum in Davos, an event that he skipped last time around during the shutdown.",NEUTRAL
541,McConnell,Do you share your colleague`s feelings about the McConnell organizing resolution that Senator Van Hollen just talked about?,NEUTRAL
542,McConnell, And Mitch McConnell announces how the Senate trial will proceed.,NEUTRAL
543,McConnell," Tonight, the McConnell resolution for the trial of Donald Trump, the President`s new outlandish defense, and what all of this means for witnesses.",NEUTRAL
544,McConnell," Again, if you`re Mitch McConnell, the argument you`re making is don`t start to pull any threads.",NEUTRAL
545,McConnell,"But make no mistake, McConnell has tried to stack the deck in this resolution to try to ram this through as fast as possible.",NEGATIVE
546,McConnell," Next, as Mitch McConnell plans to take the impeachment trial into the dead of night, where`s the fight stand on calling new witnesses?",NEUTRAL
547,McConnell," Well, that`s what McConnell was calling for.",NEUTRAL
548,McConnell,"Late today, Republican Senate Majority Leader Mitch McConnell released the highly anticipated resolution regarding how the trial of Donald Trump will proceed in the Senate.",NEUTRAL
549,McConnell,"Michael, let me start with you, as you think about -- so, I mean, McConnell is one of his powers is a sort of shamelessness when he does -- like the Merrick Garland thing was a great example, right?",NEUTRAL
550,McConnell,We all heard Senator McConnell over and over tell the country that he was going to follow the Clinton model.,NEUTRAL
551,McConnell,"Now we know from what Senator McConnell is saying that he`s got his members in lockstep on that -- at that juncture, which means that the moment of truth will come later in the trial on this motion that is set up in the resolution on whether or not to have any new witnesses and get new documents.",NEUTRAL
552,Lev Parnas,"The second-most important take away I think from this is that Derek Harvey appeared to be sending Devin Nunes`s contact information to Lev Parnas two days before those call records showed that Devin Nunes and Lev Parnas were in contact with each other, so Mr. Harvey appeared to have been the go between, at least, between these two men.",NEUTRAL
553,Lev Parnas,A deep dive into the Devin Nunes-Lev Parnas connection next.,NEUTRAL
554,Lev Parnas," Yes, why would someone rely on Lev Parnas for anything?But then Lev Parnas spoke to Rachel Maddow and revealed he coordinated and worked with an aide to Devin Nunes named Derek Harvey.(BEGIN VIDEO CLIP)",NEUTRAL
555,Lev Parnas,"So a lot of contact between Lev Parnas and Derek Harvey, aide to Congressman Devin Nunes about a lot of stuff.",NEUTRAL
556,Lev Parnas,"Lev Parnas, or whatever his name is, and Derek Harvey, Nunes`s aid, in fact about 100 exchanged over the course of a few months.",NEUTRAL
557,Republican,"Late today, Republican Senate Majority Leader Mitch McConnell released the highly anticipated resolution regarding how the trial of Donald Trump will proceed in the Senate.",NEUTRAL
558,Republican,"You have got a party right now, the Republican Party, that is actively trying to use voter suppression, fear and intimidation, to prevent the, you know, the will of the people from getting enacted into policy.",NEGATIVE
559,Republican,And Republican Senators Susan Collins of Maine and Lisa Murkowski of Alaska have both indicated that they are inclined towards calling witnesses.(BEGIN VIDEO CLIP),NEUTRAL
560,Republican,"I think the others that the Democrats have asked for are critical witnesses, and I think that`s why the Republicans are working overtime, McConnell, to squelch this.",NEGATIVE
561,Republican,That will be the first test of whether Republicans want to allow witnesses.,NEUTRAL
562,Republican,"The Republican candidate, and current president of the United States, made a quick visit to Dr. King`s memorial in D.C. today, and tweeted about Dr. King saying, ""it was exactly three years ago today, January 20, 2017, I was sworn into office.",NEUTRAL
563,Republican,"And the Republican`s position now is oh, you didn`t do your homework.",NEGATIVE
564,Iraq,"So throughout the 21st century in Iraq and in the larger region, the pathway to stability has not been solely through military action, it has been through politics and negotiation.",NEUTRAL
565,Iraq,"Those who are worried are saying, we do not want a proxy war happening between Iraq and Iran on our land.",NEGATIVE
566,Iraq,That whole narrative of Iraq Shia supporting Iranians and all of these things has stopped.,NEUTRAL
567,Iraq,"They`re not -- you know, I don`t think they`re going to do it in Iraq.",NEUTRAL
568,Iran,"And as an act of war, Iran reserves the right to retaliate at a time of their own choosing.",NEUTRAL
569,Iran," Let me start with you because you were just in that interview with the Iranian Ambassador to the U.N., what is the official posture of the Iranian government right now?",NEUTRAL
570,Iran,"Those who are worried are saying, we do not want a proxy war happening between Iraq and Iran on our land.",NEUTRAL
571,Iranian,"The Iranians said, we`re never going to let this happen again.",NEUTRAL
572,Iranian,"""Now everyone is waiting to see the calculation of the Iranians` response expecting that there will be a response.",NEUTRAL
573,Iranian, The Iranian government tonight is vowing revenge in the wake of that airstrike that killed Qasem Soleimani.,NEUTRAL
574,Soleimani,"But you know, Soleimani a really extraordinary character.",NEUTRAL
575,Soleimani,"From his home base in Iran where Soleimani was head of the elite branch of the Revolutionary Guard known as the Quds force, to Iraq where he directed Iranian backed militias and imported bombs that were responsible for the deaths of hundreds of Americans.",NEGATIVE
576,Soleimani,"So what I worry about here is not the immediate consequences of Soleimani`s killing, and I`ve got to tell you, from my perspective, if anyone ever needed to be killed, it was him.",NEGATIVE
577,Soleimani,"In the profile, Filkins trace the massive roles Soleimani played in shaping the Middle East for decades.",NEUTRAL
578,Soleimani,"I mean, it`s not like killing Soleimani is going to stop the militias that would actually be undertaking any of the attacks.",NEUTRAL
579,Soleimani,"Soleimani was the commander of Iran`s Quds Force, an elite unit of Iran`s Revolutionary Guard widely believed to support many violent groups throughout the region.",NEUTRAL
580,Soleimani,"The invasion helped Soleimani to consolidate Iranian control inside the Iraqi government, and aided his ability to play an incredibly powerful role throughout the region.",NEUTRAL
581,Soleimani," So first of all, let me say this about the death of Qassem Soleimani.",NEUTRAL
582,Soleimani,There were a series of steps of escalation previous to this executed by both Soleimani as well as larger forces at hand.,NEUTRAL
583,Soleimani," Up next, to understand the massive implications of the airstrike, we need to know who Qassem Soleimani was, the expansive role he played in the Middle East.",NEUTRAL
584,Soleimani,"So, in terms of taking Soleimani off the field, as Dexter Filkins said earlier, it is going to have an actual real impact on Iranian terrorism capacities.",POSITIVE
585,U.S.,Is what has the U.S. done in the last two days escalation or de-escalation?,NEUTRAL
586,U.S.,"Tonight, we have used yet another escalation by the U.S. NBC News reports there`s been yet another U.S. airstrike north of Baghdad targeting more Shiite militia leaders, that one killing six people.",NEGATIVE
587,U.S.,"Now after an exit from that deal, the U.S. has assassinated and killed their highest commander.",NEGATIVE
588,Iran,"And Iran wants the world, wants its own people to know that it did this, that it was the Revolutionary Guard that did this, that it was Qassem Soleimani`s own units that did this, the operation supposedly named Martyr Soleimani with a codename, Oh Zahra, a reference to Shia tradition.",NEUTRAL
589,Iran,"But I guess I`m looking for some way out of the doom loop that we seem locked into right now, I think the President`s initiative, frankly, based on what we did last week that leads to an American war with Iran.",NEGATIVE
590,Iran,"You said it at the front of the show, if this was an attack Iran against Iraq, these are Iraqi bases.",NEUTRAL
591,Iran,"NBC News is reporting that Al-Asad Air Base in western Iraq, a base that houses American service members, along with Iraqi service members has been attacked by multiple missiles.launch -- Iran launch more than a dozen ballistic missiles against U.S. military and coalition forces in Iraq.",NEGATIVE
592,Iran,"I think the analysis that from the Iranian perspective the symbolism of the attack, the importance of this attack for Iran`s domestic political situation is the same here.",NEUTRAL
593,Iran,But then he also quite literally threatened war crimes against Iran.,NEGATIVE
594,Iran,We also don`t yet know if this is all Iran plans as their retaliation.,NEUTRAL
595,Iran," Iran has the 14th most powerful military ranked job in that assessment, in the world.",NEUTRAL
596,Iran, We`ve entered into a hot war with Iran.,NEGATIVE
597,Iran,Iran does not -- Iraq does not want to become the staging ground for the United States to carry out targeted assassinations or for Iran to carry out retribution on Iraqi soil.,NEUTRAL
598,U.S.,"""All of this, of course, coming just five days after the U.S. assassinated the number two official in Iran, widely seen as the number two most powerful official Qassem Soleimani that happened last week.",NEGATIVE
599,U.S.,"I do hope the U.S. slows it down a little, doesn`t allow the president to get up and start taunting the Iranians as he has already done.",NEGATIVE
600,U.S.,"So --and the U.S., the first time the U.S. responded was when that American -- that U.S. contractor was killed outside Kirkuk at the end of December.",NEUTRAL
601,Iraq,"So this could have a very significant effect on not just -- not just what happens between Iran and Iraq in the coming hours, but the future presidents of U.S. troops in Iraq which has enormous consequences for the - - for the war on ISIS, for the geopolitical strategic positioning of us in the Middle East.",NEUTRAL
602,Iraq,Iran does not -- Iraq does not want to become the staging ground for the United States to carry out targeted assassinations or for Iran to carry out retribution on Iraqi soil.,NEUTRAL
603,Iraq,"I think we got to try to salvage that relationship and remind ourselves, this was an attack tonight against Iraq.",NEUTRAL
604,Iraq," The point you just made there about the fact that in the wake of the assassination, again, Qassem Soleimani, there was the vote of course in the non-binding resolution in Parliament Iraq to get rid of American troops, to have them withdraw, to revoke the invitation under which they are currently staying in Iraq, and then a confusion about whether the U.S. had acceded to that.",NEUTRAL
605,Iraq,So it has a dramatic impact on Iraq.,NEUTRAL
606,Iraq,So that is the situation that has brought us tonight to these reports of ground-to-ground missile fire from the Iranian government directed at Iraqi bases that hold both Iraqi servicemembers and American servicemembers.,NEUTRAL
