,subject,sentence,output
332,Iran,"But in Iran and in the region, Qassem Soleimani had political enemies.",NEUTRAL
333,Iran,What does Iran do?,NEUTRAL
334,Iran,Iran has been the biggest foe of the United States for a number of years now.,NEGATIVE
335,Iran,"Tweeting, ""Iran has never won a war, but never lost in negotiation.",NEGATIVE
336,U.S.,The U.S. markets recovering from much worse levels earlier on in the session when news of the U.S. airstrike broke.,NEUTRAL
337,U.S.,"Breaking tonight, the U.S. is bracing for what Iran is calling harsh retaliation, after a drone strike against General Qassem Soleimani, early this morning in Iraq.",NEUTRAL
338,U.S.,The U.S. takes out Iran's top military leader.,NEUTRAL
339,U.S.,U.S. embassies across the Middle East could be targets for Iranian retaliation as well as U.S. bases.,NEGATIVE
340,Soleimani,"Soleimani perfected the use of explosive form penetrators which sliced through American armor with devastating effect, killing more than 500 American troops during the Iraq War.",NEGATIVE
341,Soleimani, Democrats don't dispute that Qassem Soleimani is responsible for American deaths.,NEGATIVE
342,Soleimani,"In Lebanon, Hezbollah, calling Soleimani, the martyr of the axis of resistance.",NEUTRAL
343,Soleimani,"But they're saying that essentially, Soleimani is more dangerous now as a martyr in Iran than he was alive?",NEGATIVE
344,Soleimani, Qassem Soleimani was the second most powerful leader in Iran.,NEUTRAL
345,Soleimani," People who haven't been following who Qassem Soleimani is, how significant first is this strike?",NEUTRAL
346,Trump,"One of the first things Trump did is goes to Saudi Arabia, reorients our alliances there, tears up the Iran deal, has these really serious sanctions that affected, including Soleimani.",NEUTRAL
347,Trump," Our top story at the bottom of the hour, President Trump and his allies defending the decision to kill Iran's top general in a drone strike early today in Baghdad.",NEUTRAL
348,Trump, President Trump's bellow was as caustic as it was cautionary.,NEGATIVE
349,Trump,It's indeed President Trump's duty.(END VIDEOTAPE),NEUTRAL
350,Trump,"President Trump, says he is prepared to take whatever action is necessary to protect Americans.",NEUTRAL
351,Trump,And it follows a string of dubious actions that President Trump that have drastically increased the prospects and the risk of war with Iran and danger to Americans.,NEGATIVE
352,Trump,"And this is -- if you have been listening to what Trump and Pompeo and others have said, this should not be as much of a surprise as it is for some.",NEUTRAL
353,Trump,But many Democrats working to replace President Trump definitely do not see it that way and are saying so on the campaign trail.,NEGATIVE
354,Trump,"Russia, an Iranian ally said the attack was fraught with serious consequences and accused President Trump of acting with one eye on his reelection.",NEGATIVE
355,Trump," Trump talked a lot in his campaign for the presidency, and even since he's been in the office, about how he wants to end forever wars.",NEUTRAL
356,Trump," As we told you earlier, President Trump has been speaking to evangelicals in Miami.",NEUTRAL
357,Americans," The U.S. administration contends what triggered the president's decision to strike was new intelligence about pending attacks targeting Americans, directed by Soleimani, who had become a fixture in Baghdad, directing Shiite militias fighting ISIS.",NEUTRAL
358,Americans," Well, I think it's -- it wouldn't be their first choice because it doesn't allow them to punish the Americans who are directly responsible for the death of Qassem Soleiimani.",NEGATIVE
359,Americans,Target Americans and you'll pay the ultimate price.,NEGATIVE
360,Americans," Happiness of Americans and Zionist will not last long, and will soon turn into mourning.",NEGATIVE
361,Americans,This is not just Americans' battle.,NEUTRAL
362,Iran,"Look, Iran has been screaming death to America and death to Israel since the revolution.",NEGATIVE
363,Iran,"If there is to be a war with Iran, it shouldn`t be initiated by this president or any president acting on his or her own.",NEUTRAL
364,Iran,"Well, any time Iran says anything, you have to listen to them.",NEUTRAL
365,Iran,"But when a top Iranian politician goes so far as to say, you know, attack the White House after our killing General Qasem Soleimani, then the question should be asked, why didn`t anyone in the Iranian government chastise him, because, as of yet, no one has?Former secret agent Dan Emmett on whether that makes this threat a little bit more worrisome.",NEGATIVE
366,Iran,And the hope is that Iran realizes that the price is very high for them if they choose to engage further and kill Americans.,NEGATIVE
367,Iran,"But, in both countries, Iran and Iraq, there`s been remarkable protest in just the last half-year against Iran.",NEGATIVE
368,Iran,The Iranian government has been at war with us for almost 41 years.,NEGATIVE
369,Iran,But how far have we come that Iraq and Iran seem to be on the same page?,NEUTRAL
370,Iran,"And I think that the world at that point, knowing that their economies are going to be very adversely affected by Iranian actions like that, would, in fact, sanction Iran even further.",NEGATIVE
371,Iran,"And, again, there was a time when we looked at Iran and said they certainly would never allow a takeover of an American embassy.",NEUTRAL
372,Neil," Neil, good afternoon to you.",NEUTRAL
373,Neil,I`m Neil Cavuto.,NEUTRAL
374,Neil," Hi, Neil.",NEUTRAL
375,Senate," Now, the Senate minority leader, Chuck Schumer, he accused Republicans of the ones playing games.",NEGATIVE
376,Senate,"We should know a little bit more about the Senate`s disposition tomorrow, because they meet tomorrow for the weekly caucus lunches.",NEUTRAL
377,Senate,There are 44 standing rules of the Senate.,NEUTRAL
378,Senate,"It is time for the Senate to act to preserve the Constitution`s separation of powers, to preserve the Constitution`s guarantees, the right to due process, the right for the president to be heard, the right for the American people to have...",NEUTRAL
379,Senate,There are 26 Senate impeachment rules.,NEUTRAL
380,Congress,"And if Congress debates the matter, in full view of the public, and reaches the conclusion that a war is necessary, so be it.",NEUTRAL
381,Congress,"Yes, Senator Tim Kaine has been arguing for a long time Congress should debate and vote on issues as serious as military action, in this case against Iran.",NEUTRAL
382,Congress,"""The president dismissing Congress` attempts or at least Democrats` attempts to rein in his ability to respond to threats from Iran, the president tweeting -- quote -- ""These media posts,"" talking about his tweets, ""will serve as notification to the United States Congress that should Iran strike any U.S. person or target, the United States will quickly and fully strike back, and perhaps in a disproportionate matter.",NEGATIVE
383,Congress," But now Congress is going to lead -- Senator Kaine first, your old colleague, and others are looking at ways to sort of rein in the president`s war powers.",NEUTRAL
384,Congress,"The killing of General Qasem Soleimani also dividing Congress, curiously, along party lines, Democrats slamming the move, Republicans praising it.",NEUTRAL
385,Congress," Well, this is classic and traditional wrestling between Congress and the White House when this kind of thing happens.",NEUTRAL
386,Congress,Every member of Congress should vote and then be accountable for the question of whether another war in the Middle East is a good idea.,NEUTRAL
387,Congress,"It reasserts Congress` long-established oversight responsibilities by mandating that if no further congressional action is taken, the administration`s military hostilities with regard to Iran cease within 30 days.",NEUTRAL
388,Congress,"""The administration is planning to provide a classified briefing to Congress on Wednesday.",NEUTRAL
389,Congress,I saw it happen in my time in the Senate with different parties and the White House different and Congress.,NEUTRAL
390,Iran," You know, Director, when we look at developments in Iran and in the world and a lot of upheaval going on, there are those who say, well, that will be an excuse for the market to correct.",NEUTRAL
391,Iran, The new sanctions against Iran trying to dry up the flow of money to fund its militant activities across the Middle East.,NEGATIVE
392,Iran,Are you and you guys in the White House concerned about the volatility that could come as a result of actions in Iran and elsewhere?,NEUTRAL
393,Iran, Iran has invited Boeing investigators and representatives from countries whose citizens were killed in the crash to come to Tehran and aid the investigation.,NEUTRAL
394,Iran,"Initially, administration officials had told FOX News that it looked like Iran was trying to avoid casualties.",NEUTRAL
395,Iran,Now to the White House announcing some sweeping new sanctions against Iran.,NEGATIVE
396,Iran,"New video appears to show the moment U.S. officials strongly believe that a missile took down that Ukrainian jetliner in Iran, even as Iran continues to deny that a missile brought down the plane at all.",NEGATIVE
397,Neil," Neil, you got to read our budget.",NEUTRAL
398,American,"However, the Americans can squash the Al Quds.",NEUTRAL
399,American," Don't the American people have a right to know what specifically was targeted, without revealing methods and sources?",NEUTRAL
400,Iranians," Neil, isn't attacking our U.S. Embassy considered U.S. soil?I mean, from what we understand, the latest intelligence is that these Iranians that were -- these folks had actually breached...(CROSSTALK)",NEGATIVE
401,Iranians,"And, Cathy, to say that the president of the United States killed 176 people, when it was a Russian missile fired -- fired by the Iranians in Tehran that took that jet down, is ridiculous.",NEGATIVE
402,Iranians,"However, I think that the Iranians are going to continue to poke at the Americans.",NEUTRAL
403,Iranians,And what are the Iranians doing to clarify exactly what happened?Jennifer Griffin is at the Pentagon with the very latest -- Jennifer.,NEUTRAL
404,Iranians," Listen, I think if -- I think that the Iranians are pathological liars when it comes to political answers.",NEGATIVE
405,Iranians,"Now, the Iranians are saying it certainly wasn't a missile and it certainly wasn't them.",NEUTRAL
406,Iranians," Well, if it looks increasingly like the Iranians were behind that, accidentally or otherwise, why are some Democrats now saying it's really all Donald Trump's fault?After this.(BEGIN VIDEO CLIP)",NEUTRAL
407,Iranians,"Cathy, I think it is a leap to then cite and focus on the president as bringing down a passenger jet that it looks like the Iranians were responsible for, if even accidentally.",NEGATIVE
408,Iranians,This is the Iranians shooting down a passenger jet.,NEGATIVE
409,Iranians,I'm old enough to remember when the Iranians seized our embassy in Tehran 40 years ago.,NEUTRAL
410,Senate," All right, do you think there should be witnesses, witness testimony in the Senate?I know, right now, Mitch McConnell said he would take that up in a future time.",NEUTRAL
411,Senate,"Let's get over to the Senate, let them do their thing, have their vote.",NEUTRAL
412,Senate,"Now, once it goes over to the Senate, she loses whatever control she's got now, which is not much.",NEGATIVE
413,Senate,"And at some point, Neil, the Senate also has to actually take a vote to say, we're ready to receive those articles.",NEUTRAL
414,Senate,"Let the Senate debate it, and then vote it and get it over with, for the good of the American people.",NEUTRAL
415,Senate,"I wish the Senate would call no witnesses, do their thing, have their vote, get it over with, and let's get on with the business of the country.",NEUTRAL
416,Senate,"Now, we would not anticipate the Senate actually starting the trial at the very earliest until maybe Thursday, perhaps even Friday, late next week.",NEUTRAL
417,Chinese,We`re told the Chinese are going to make good on buying upwards of $200 billion worth of goods from the United States over the next couple of years.,POSITIVE
418,Chinese,"The Chinese are quite enthusiastic about pursuing a phase two agreement, addressing other issues.",POSITIVE
419,Chinese,And I think that the Chinese have had a lot of time to think this one through.,NEUTRAL
420,Chinese," Well, I think the Chinese will certainly honor it.",POSITIVE
421,John Bolton,"They didn't subpoena John Bolton, and now they're claiming that they should talk to him.",NEUTRAL
422,John Bolton,"In fact, the only thing John Bolton helped conserve over the past 20 years is Raytheon's stock price.",NEGATIVE
423,John Bolton,That's who John Bolton has always been.,NEUTRAL
424,John Bolton,"That's what John Bolton does, and not to brag we called it long ago.",NEUTRAL
425,John Bolton,That's John Bolton.,NEUTRAL
426,John Bolton,But John Bolton?,NEUTRAL
427,John Bolton, Will John Bolton testify?,NEUTRAL
428,John Bolton,Or John Bolton?,NEUTRAL
429,John Bolton,But it's worth taking this moment to pause and think about John Bolton himself for a moment anyway.,NEUTRAL
430,Bolton,"They didn't subpoena John Bolton, and now they're claiming that they should talk to him.",NEUTRAL
431,Bolton,"Nothing in the Bolton revelations, even if true, would rise to the level of an abuse of power or an impeachable offense.(END VIDEO CLIP)",NEUTRAL
432,Bolton," John Bolton is a lot of things, but able to be painted as a Deep State actor is not one of them.",POSITIVE
433,Bolton,"That's what John Bolton does, and not to brag we called it long ago.",NEUTRAL
434,Bolton, Will John Bolton testify?,NEUTRAL
435,Bolton,Bolton genuinely passionately loved war.,NEGATIVE
436,Bolton,Bolton accuses the President of delaying military aid to Ukraine in order to pressure its government into investigating Hunter Biden.,NEUTRAL
437,Bolton,"Bolton's resignation was one of the highlights of the President's first term, a day of celebration for normal people everywhere, but not in America's newsrooms.",POSITIVE
438,Bolton,"For Bolton, every conflict was the final test of America's resolve and a chance to use overwhelming military force.",NEUTRAL
439,Bolton,That's who John Bolton is.,NEUTRAL
440,Bolton,"Yesterday, ""The New York Times"" reported that Bolton's new book contains sections designed to help the Democratic case for impeachment.",NEGATIVE
441,China,"But that's what should have been done in China from the beginning, and it wasn't.",NEGATIVE
442,China,"But so far, this is the fascinating part, travel to and from China and the United States remains completely unaffected.",NEUTRAL
443,China,But not China.,NEUTRAL
444,China,"So I would tell everybody -- everybody -- unless they absolutely have to, to stay out of China, and I'm not trying to say by the way that all parts of China are equally affected here.",NEGATIVE
445,China,"You can get there, and it's also according to the State Department, China can say you can't go back.",NEUTRAL
446,Bernie Sanders,Democratic donors hate and fear Bernie Sanders for that.,NEGATIVE
447,Bernie Sanders,So how's Bernie Sanders doing there?,NEUTRAL
448,Bernie Sanders,"Despite superficial similarities, Biden and Buttigieg, two other frontrunners, and really even Elizabeth Sanders are not like Bernie Sanders.",NEUTRAL
449,Bernie Sanders,"A headline in ""The Daily Beast"" this morning really sums it up, ""Worried Democratic operative scrambled to fund a network to take down Bernie Sanders.",NEGATIVE
450,Bernie Sanders,"I mean, Bernie Sanders has been rising in the polls.",POSITIVE
451,Bernie Sanders,Bernie Sanders became the Democratic frontrunner.,NEUTRAL
452,Bernie Sanders,"If Bernie Sanders wins, he won't just mandate gender neutral bathrooms at the local Chick-Fil-A, or seize guns from mean old Republicans in rural America.",NEGATIVE
453,Bernie Sanders,"I think that Bernie Sanders, you know, there are people who want for Bernie Sanders to disavow this endorsement, like you said, it was half-hearted, at best.",NEGATIVE
454,Bernie Sanders,"So suddenly, it's pretty clear whether you like it or not that the momentum is with Bernie Sanders.",POSITIVE
455,Bernie Sanders,"Right now, it's looking like Bernie Sanders, but I'm not sure how he's going to do throughout the south where it seems like Joe Biden has a good grasp on things.",NEUTRAL
456,Tucker," Thank you, Tucker.",NEUTRAL
457,Tucker," Yes, Tucker.",NEUTRAL
458,Tucker," Hey, Tucker.",NEUTRAL
459,Tucker,"But Tucker, I just got -- I love the way the guy got up.",NEUTRAL
460,Tucker,"Thank you, Tucker.",POSITIVE
461,Tucker," Thanks, Tucker.",NEUTRAL
462,Tucker,Tucker is up next.,NEUTRAL
463,Tucker," Thank you, Tucker.",POSITIVE
464,Tucker," Thank you, Tucker.",NEUTRAL
465,Trump,"They say Trump's bad on trade, but then they vote for his trade deals.",NEUTRAL
466,Trump,"I want to squeeze something in, Donald Trump riffing about household appliances.",NEUTRAL
467,Trump,That's one of the reasons why Trump kind of wants you to watch CNN instead of MSNBC because he knows on MSNBC there will be no one defending him because we don't bring on liars.,NEGATIVE
468,Trump,And Donald Trump riffs on household appliances.(BEGIN VIDEO CLIP),NEUTRAL
469,Trump,And Donald Trump will be the first President in American history impeached for winning an election.,NEGATIVE
470,Trump,"This whole thing is a hoax just exactly like everything they've done since this President, President Trump has started working for the American people and been the most wildly successful President in history.",POSITIVE
471,CNN, What a rigged debate that was by CNN.,NEGATIVE
472,CNN,"So CNN has people on the payroll, who they pay to tell their lies to the CNN audience in the middle of, you know, a CNN hour for some number of minutes.(END VIDEO CLIP)",NEGATIVE
473,CNN,"Now CNN, they've ticked up a little bit during impeachment, and yes, once in a while, they'll put a Republican on.",NEUTRAL
474,CNN,"Or CNN refers to Fox News constantly, as state run TV.",NEGATIVE
475,CNN,"CNN was begging him to run for President of the United States, and now he's going to jail.",NEGATIVE
476,CNN,And there's no one on CNN --,NEUTRAL
477,CNN,Even CNN had to call BS on MSNBC.,NEGATIVE
478,Bernie,"Look at Bernie, look at Warren, look at these people.",NEUTRAL
479,Bernie,"So what does it say to you that the Bernie Sanders campaign has this much anger and rage and is just ready to let loose if his guy, if their guy doesn't get this nomination?",NEGATIVE
480,Bernie," Yes, and as we're going to show you later in the show, the Bernie Bros, they're pretty radical.",NEGATIVE
481,Bernie,"Bernie is my friend, and I am not here to try to fight with Bernie.(END VIDEO CLIP)",POSITIVE
482,Bernie," Yes, I mean, there's a good chance that Bernie maybe gets the third or the second most amount of delegates, maybe there's a brokered convention.",NEUTRAL
483,Bernie,"Yes, you're not going to get Bernie to say ""gulags"" but like, I am all aboard for gulags, like, I feel as though there need to be reeducation for a significant portion of our society.(END VIDEO CLIP)",NEUTRAL
484,Jesse," Thanks, Jesse.",POSITIVE
485,Jesse,"Great to see you, Jesse.",POSITIVE
486,Jesse," Thanks, Jesse.",POSITIVE
487,Jesse," Well, let's just stop for a moment, Jesse and just enjoy this whole spectacle.",NEUTRAL
488,Jesse," Jesse, the outrageous assertion by Alec Baldwin of all people, let's start here.",NEUTRAL
489,Jesse,I'm Jesse waters.,NEUTRAL
490,MSNBC,"MSNBC is so gullible, they're filled with so much rage they just get played.",NEGATIVE
491,MSNBC,MSNBC is now attacking CNN.(BEGIN VIDEO CLIP),NEGATIVE
492,MSNBC,MSNBC can't accept that.,NEGATIVE
493,MSNBC,MSNBC is getting desperate.,NEGATIVE
494,MSNBC,Even CNN had to call BS on MSNBC.,NEGATIVE
495,MSNBC,"Now, MSNBC is trotting out another liar facing hard time.",NEGATIVE
496,MSNBC,MSNBC doesn't put on liars?,NEUTRAL
497,MSNBC,MSNBC can't tolerate debate.,NEGATIVE
498,MSNBC,So MSNBC won't interview a guest who believes Trump is doing a good job for America.,NEGATIVE
499,New Year's,FIVE's New Year's Resolutions,NEUTRAL
500,New Year's,FIVE's New Year's Resolutions,NEUTRAL
501,New Year's,FIVE's New Year's Resolutions,NEUTRAL
502,New Year's,FIVE's New Year's Resolutions,NEUTRAL
503,Juan," OK, next is Juan.",NEUTRAL
504,Juan,I'm also predicting Juan will apologize to me for being so wrong on so many things.,NEGATIVE
505,Juan,Juan.,NEUTRAL
506,Juan, Juan says he is authentic.,NEUTRAL
507,Juan," Don't ruin it for me, Juan.",NEGATIVE
508,Dana,Dana?,NEUTRAL
509,Dana,"By the way, Dana is prophetic on these predictions.",POSITIVE
510,Dana,"Why are you laughing, Dana?",NEUTRAL
511,Dana,Dana is up first.,NEUTRAL
512,Dana," Dana Perino made queso, it's not her forte.",NEGATIVE
513,Dana,Dana?,NEUTRAL
514,Dana, Dana?,NEUTRAL
515,Dana,"And you know, Dana has a test.",NEUTRAL
516,Dana,Dana Perino.,NEUTRAL
517,Dana," Dana, this is about 2019.",NEUTRAL
518,Trump,But President Trump does --,NEUTRAL
519,Trump,And President Trump takes advantage all the time.,NEGATIVE
520,Trump,"OK, all right, Trump is going to have the dirtiest social media campaign you've ever seen.",NEGATIVE
521,Trump,"Because the reality is, we're talking about gaffes made by Democrats, 2019 is going to be remembered as the year of Trump lies, missteps, totally gaslighting the country.",NEGATIVE
522,Trump,"I'll take you, not only will I defeat Trump, she says, I'll take you beyond Trump.",NEGATIVE
523,Trump," ... this is Donald Trump finding some way, it's like the nicknames that I love because I think he is a genius of nicknames, right?FIVE's New Year's Resolutions",POSITIVE
524,Trump,The only way he can win in 2020 requires him to absolutely smear his opponent because Trump's just not that popular.,NEGATIVE
525,Trump,And I also think that because Democrats are very attuned to the one question who can beat President Trump in 2016?,NEUTRAL
526,Trump,"If Trump wins again, from the right -- from the Republicans, they're going to say we've got to create a party to combat Trump-ism.",NEGATIVE
527,Jesse,Jesse.,NEUTRAL
528,Jesse,"Jesse, what are you resolute to do?",NEUTRAL
529,Jesse, Jesse,NEUTRAL
530,Jesse,Jesse?,NEUTRAL
531,Jesse, It's hard for Jesse because --,NEUTRAL
532,Jesse,"I'm Jesse Watters along with Emily Compagno, Juan Williams, Dana Perino and Tom Shillue.",NEUTRAL
533,Jesse," You did?Jesse, I'm -- I think you're the youngest person at the table.",NEUTRAL
534,Jesse," It started when Jesse first came on the show and he was trying to be deferential to Greg, he makes analogies on all things.",NEUTRAL
535,CNN,"Just four days ago, CNN settled a lawsuit with its unionized employees for a record $76 million dollars.",NEGATIVE
536,CNN,"Plus, CNN's favorite presidential candidate of 2018 is not on the debate stage, no.",NEGATIVE
537,CNN,Why is CNN releasing this footage?,NEUTRAL
538,CNN," Oh, CNN.",NEUTRAL
539,CNN,"If forced to choose between Bernie Sanders and CNN, most people will go with Bernie.",NEGATIVE
540,CNN,"Over in CNN, it's just so obvious that Jeff Zucker and maybe speaking through his eunuch or whatever, has issued the order, we're against Bernie, we're going to take him out.",NEGATIVE
541,CNN,Now CNN has released the audio of what the two were saying.,NEUTRAL
542,CNN,"So just before last night's debate, CNN ran a story claiming without any proof at all, that Bernie Sanders had once told Elizabeth Warren, that a woman could not be President.",NEGATIVE
543,CNN,"Now CNN broke the story, right?",NEUTRAL
544,CNN,That's the lesson CNN has repeatedly failed to learn in the Trump era.,NEGATIVE
545,Bernie,"And I think what Bernie forgot was that this isn't a he-said-she-said, story.",NEGATIVE
546,Bernie,"Now at this point, as of right now, there's a strong chance that nominee will be Bernie Sanders.",NEUTRAL
547,Bernie,"Earlier this hour, though, and on the way out, we broke secret audio tape from CNN of a remarkable exchange last night between Bernie Sanders and Elizabeth Warren.",NEUTRAL
548,Bernie,How did Bernie Sanders become the Democratic nominee?,NEUTRAL
549,Bernie,"When that deal was announced, Bernie Sanders issued a statement celebrating the win for CNN's oppressed and miserable workforce and they are, trust me, ""Congratulations to the Communication Workers of America for this victory.",POSITIVE
550,Bernie," Well, I mean, I've got to tell you, the Bernie Bros also are on fire.",NEUTRAL
551,Elizabeth Warren,"And then Abby, Phillip had the temerity to say, and Elizabeth Warren confirmed the story for us.",NEUTRAL
552,Elizabeth Warren,"You've got the original source, Elizabeth Warren's camp, and then the confirmation source is Elizabeth Warren.",NEUTRAL
553,Elizabeth Warren,"Abby Phillip, actually, in the setup to the question says that Elizabeth Warren confirmed.",NEUTRAL
554,Elizabeth Warren,"Earlier this hour, though, and on the way out, we broke secret audio tape from CNN of a remarkable exchange last night between Bernie Sanders and Elizabeth Warren.",NEUTRAL
555,Elizabeth Warren,This was Elizabeth Warren's night.,POSITIVE
556,Elizabeth Warren,It was obvious to everyone watching last night that Bernie Sanders and Elizabeth Warren were having a chilly conversation after the debate.,NEUTRAL
557,Tucker,"You know, Tucker, you mentioned the question also, the Abby Phillip question, and you've played a part of it, the longer version of that.",NEUTRAL
558,Tucker,"Thanks, Tucker.",NEUTRAL
559,Tucker," Hey, Tucker, you talk about a tangled web.",NEUTRAL
560,Tucker," Thanks, Tucker.",NEUTRAL
561,Tucker," Thanks, Tucker.",NEUTRAL
562,Tucker," Thanks, Tucker.",NEUTRAL
563,Bernie Sanders,"Earlier this hour, though, and on the way out, we broke secret audio tape from CNN of a remarkable exchange last night between Bernie Sanders and Elizabeth Warren.",NEUTRAL
564,Bernie Sanders,"Now at this point, as of right now, there's a strong chance that nominee will be Bernie Sanders.",NEUTRAL
565,Bernie Sanders,"If forced to choose between Bernie Sanders and CNN, most people will go with Bernie.",POSITIVE
566,Bernie Sanders,"When that deal was announced, Bernie Sanders issued a statement celebrating the win for CNN's oppressed and miserable workforce and they are, trust me, ""Congratulations to the Communication Workers of America for this victory.",POSITIVE
567,Bernie Sanders,"So just before last night's debate, CNN ran a story claiming without any proof at all, that Bernie Sanders had once told Elizabeth Warren, that a woman could not be President.",NEGATIVE
568,Bernie Sanders,So I can't imagine if you're at CNN and you're putting on this show that you think other people aren't going to notice that it's a hit on Bernie Sanders?,NEGATIVE
569,Bernie Sanders,How did Bernie Sanders become the Democratic nominee?,NEUTRAL
570,Bernie Sanders,It was obvious to everyone watching last night that Bernie Sanders and Elizabeth Warren were having a chilly conversation after the debate.,NEUTRAL
571,Iran, We're apologizing to the Iranians?,NEUTRAL
572,Iran,Congress hereby directs the president to terminate the use of United States Armed Forces to engage in hostilities in or against Iran or any part of its government or military.,POSITIVE
573,Iran,Administration officials as was referenced before believe Iran shot down a Ukrainian passenger jet by mistake.,NEGATIVE
574,Iran,Iran has deep ties to political leadership in Baghdad and even deeper ties to militia groups that operate across Iraq.,NEUTRAL
575,Iran,"The move coming a few hours after administration officials said Iran is responsible for the downing of the Ukrainian passenger jet near the Tehran airport, earlier this week.",NEGATIVE
576,Iran,"Though many have spent more than three months demonstrating against a different kind of influence, Iran.",NEGATIVE
577,Iran,"The resolution reads, ""Congress has not authorized the president to use military force against Iran.",NEUTRAL
578,Trump,"President Trump declared an emergency several hours after the quake, freeing up federal disaster funds for things ranging from transportation to medical care to mobile generators.",NEUTRAL
579,Trump,"Meantime, President Trump basically dismissing the effort by congressional Democrats to try to limit his authority to use the military against Iran.",NEGATIVE
580,Trump,"The Trump administration, saying construction of the U.S.-Mexico border wall will move forward after a federal appeals court ruling that frees up construction money.",NEUTRAL
581,Trump," President Trump, today brushing off continuing criticism from Democrats that there was no compelling reason to take out Qassem Soleimani when he did.",NEUTRAL
582,Trump,"And a new Fox News poll of a critical general election swing state Wisconsin finds President Trump trailing Biden, Sanders, Warren, and Buttigieg who curious Democrats keep turning out to see, including 2,500 last night in Denver.",NEGATIVE
583,Trump," For the president's part, Mr. Trump indicated he may still want a wide-ranging slate of witnesses at a Senate impeachment trial, including House Intelligence Committee Chairman Adam Schiff, as well as Hunter, and Joe Biden.",NEUTRAL
584,Trump, President Trump voiced his opposition to the resolution in a tweet this morning.,NEUTRAL
585,Trump," Our ""TOP STORY AT THE BOTTOM OF THE HOUR"", the House has passed a nine -- nonbinding resolution seeking to limit President Trump's power to take military action against Iran.",NEGATIVE
586,Trump,President Trump says he may wait until after this fall's election to settle on the second phase of a massive trade deal with China.,NEUTRAL
587,Trump,"President Trump, just arriving, talking to some officials there on the tarmac in Toledo just the plane from Air Force One, he is on his way to a rally and you can see that in the corner of the screen.",NEUTRAL
588,Democrats,Democrats think an issue with a magnitude of impeachment should command more votes than a simple majority.,NEUTRAL
589,Democrats,"It's not totally official until the gavel drops, but they do have the votes to pass it leading Democrats say limit President Trump's military actions in the future against Iran.",NEUTRAL
590,Democrats," The walls are closing in on House Speaker Nancy Pelosi, with a host of Democrats saying, it's time to start a trial.",NEGATIVE
591,Democrats,"Meantime, President Trump basically dismissing the effort by congressional Democrats to try to limit his authority to use the military against Iran.",NEGATIVE
592,Democrats,"At this hour, Democrats and just a few Republicans do have the votes to pass this.",NEUTRAL
593,Democrats, Electability remains a top issue for early-stage Democrats.,NEUTRAL
594,Democrats,"At the other end, the Pennsylvania Avenue, Democrats argued there should be no secrets between the White House and Congress.",NEUTRAL
595,Democrats,But it does allow Democrats up for reelection to say they voted to stop the president from further action against Iran.,POSITIVE
596,Democrats, We will operate on the assumption that House Democrats are too embarrassed -- too embarrassed to ever move forward.(END VIDEOTAPE),NEGATIVE
597,Iraq,We are not welcoming the Iranian presence in Iraq.,NEGATIVE
598,Iraq," No, I voted against the war in Iraq, I voted against the first Gulf War.",NEGATIVE
599,Iraq,"""Iraq's parliament voted Sunday to order American troops out of the country.",NEUTRAL
600,Iraq,We don't want any country to control Iraq.(END VIDEOTAPE),NEUTRAL
601,Iraq,Meddling in Iraq's government by Tehran has made building a stable political system difficult.,NEGATIVE
602,Iraq,"Breaking tonight, you are looking live at the House floor, voting right now on a nonbinding resolution, limiting President Trump's authority to take military action against Iraq.",NEUTRAL
603,Iraq,They say the influence to the Islamic Republic in Iraq has been detrimental for the Iraqi people.,NEGATIVE
604,House,"Officially, the House has now passed that War Powers Resolution.",NEUTRAL
605,House,"The bill authorizing the country's departure from the European Union, received final approval from the House of Commons today.",NEUTRAL
606,House,House Speaker Nancy Pelosi says she is not concerned at all that some of her fellow Democrats want her to transmit articles of impeachment for President Trump to the U.S. Senate soon.,NEUTRAL
607,House,The House debating a War Powers Resolution aimed to severely restrict the president's ability to launch military action against Iran.,NEUTRAL
608,House," Our ""TOP STORY AT THE BOTTOM OF THE HOUR"", the House has passed a nine -- nonbinding resolution seeking to limit President Trump's power to take military action against Iran.",NEUTRAL
609,House,White House officials say the president was simply referring to the New Year's Eve attack against the embassy in Baghdad.,NEUTRAL
610,House,"Breaking tonight, you are looking live at the House floor, voting right now on a nonbinding resolution, limiting President Trump's authority to take military action against Iraq.",NEUTRAL
611,House," The walls are closing in on House Speaker Nancy Pelosi, with a host of Democrats saying, it's time to start a trial.",NEGATIVE
612,House,"But the White House continues to insist there was an imminent threat posed by Soleimani, which remains secret.",NEUTRAL
613,Neil," Neil, good afternoon to you.",NEUTRAL
614,Iran,"He also insisted, Neil, that it wouldn't be retaliation, because the attack against Soleimani was retaliation for what Iran has been doing over these many years -- Neil.",NEGATIVE
615,Iran,So I think it's going to be more of the same from Iran.,NEUTRAL
616,Iran," You know, Art, I was comparing what would happen -- I know you weren't even born yet at the time, in 1979.But there was this fear that it was going to get out of control, that, with Iran and the Middle East blowing up and long gas lines very shortly after that that rivaled those of the early '70s, we were in big trouble.",NEGATIVE
617,Iran,Esper said he expects Iran to launch a counterattack after Soleimani was killed by U.S. forces.(BEGIN VIDEO CLIP),NEUTRAL
618,Iran,"And the question from the backseat came up to me, hey, what do you think about U.S. involvement in Iran?",NEUTRAL
